nome,ingrediente,preparo,sabor
"Bifes Enrolados
","- 500 g de coxão duro cortado em bifes
- 1 sachê de Tempero SAZÓN® Vermelho
- 1 colher (chá) de sal
- 300 g de linguiça fresca sem a pele
- 3 colheres (sopa) de óleo
- 3 xícaras (chá) de água (600 ml)","1. Polvilhe os bifes com o Tempero SAZÓN® e com o sal. Recheie com a linguiça, enrole e amarre com um barbante.
2. Numa panela de pressão, coloque o óleo e leve ao fogo alto para aquecer. Junte os bifes e frite por 10 minutos, ou até que dourem por todos os lados. 
3. Acrescente a água, tampe a panela e deixe cozinhar por 25 minutos após o início da fervura, ou até que a carne esteja macia. 
4. Retire os barbantes e sirva em seguida

Dica: Sirva com arroz branco e com uma salada de folhas verdes.Acrescente uma fatia de mussarela em cada bife.
",s
"Costela Desfiada
","- 2 colheres (sopa) de óleo
- 1 kg de costela bovina limpa meia xícara (chá) de água (100 ml)
- 2 sachês de Caldo SAZÓN® Costela
- 1 cebola pequena picada
- 4 folhas de couve cortadas bem fino (100 g)","Em uma panela de pressão, coloque 1 colher (sopa) de óleo e leve ao fogo alto para aquecer. Junte a costela, aos poucos, e frite até dourar (cerca de 5 minutos). Acrescente a água e 1 sachê de Caldo SAZÓN® , e deixe cozinhar, em fogo médio, por 25 minutos após o início da fervura. Espere a pressão ceder, abra a panela e desfie a carne. Em uma frigideira média, aqueça o óleo restante em fogo alto e refogue a cebola por 2 minutos, ou até ficar transparente. Junte a costela já desfiada, a couve e o outro sachê de Caldo SAZÓN® , e refogue por 4 minutos, ou até murchar. Retire do fogo e sirva em seguida. 

Dica: Para facilitar o processo, desfie a costela enquanto ainda estiver morno",s
"Guacamole
","- 1 abacate pequeno
- 1 dente de alho amassado
- 2 tomates picadinhos sem sementes
- 1 cebola picadinha
- 1 xícara (chá) de coentro picadinho
- 1 pimenta malagueta ou dedo de moça a gosto
- 3 a 4 colheres (sopa) de suco de limão
- Aji-no-moto a gosto
- Sal a gosto","Pique ou amasse o abacate, misture os demais ingredientes e sirva com salgadinhos ""Doritos"" ou com torradas, fica muito bom...

Minha querida amiga Cleiry usou como entrada no almoço do dia dos Pais. Provei e gostei....Delícia! Parabéns amiga!
",s
"Frango Firenze da Vovó Celia
","- 1 k de frango ( coxa e sobrecoxa)
- 1 gomo de linguiça defumada
- 5 batatas
- 3 cebolas
- 3 a 4 pimentões vermelhos e amarelos
- tempero a gosto
- azeite
- bacon","Corte as cebolas , os pimentões em tirinhas , tempere a gosto e coloque no forno só para murchar um pouco e reserve. Em uma vasilha coloque um pouco de azeite, a linguiça cortada em rodelas e frite um pouco retire e coloque no papel absorvente.
Na mesma vasilha coloque as batatas cortadas em tiras grossas e frite bem rapidinho e reserve, depois coloque os pedaços de frango já temperado a gosto e deixa dar uma refogadinha

Montagem:
Em uma forma coloque os frangos, a linguiça, os pimentões e as cebolas, as batatas e por último as fatias de bacon. Acerte o sal e leve ao forno quente até gratinar um pouco. 
",s
"Bolo de Coco da Vovó Célia
","- 4 ovos
- 2 xícaras (chá) de açúcar
- 2 xícaras (chá) de farinha de trigo
- 1 xícara (chá) de maizena (amido de milho)
- 4 colheres (sopa) bem cheia de margarina ou manteiga
- 1 copo de leite
- 1 xícara rasa de coco ralado de pacote ou coco ralado fresco
- 1 colher ( sopa) de fermento em pó
","Bata muito bem o açúcar, margarina e as gemas, depois de bem batido coloca o leite, maizena, o coco ralado e a farinha de trigo, continua batendo, depois misture muito bem as claras em neve e por último o fermento em pó e leve para assar em forma untada e polvilhada com farinha.

Dica: 
Este bolo fica delicioso você pode substituir a maizena por (chocolate ou fubá)
E também pode substituir o leite por ( suco de laranja ou vidro de leite de coco)",d
"Suspiro
","- 1 xícaras (chá)de Claras
- 3 xícaras (chá) de açúcar
- 1 colher (chá) de essência de baunilha
","Misture as claras e o açúcar em uma panela e leve ao fogo mexendo sem parar por mais ou menos 5 minutos. Colocar na batedeira acrescentar a baunilha e bater até obter picos firmes. Colocar a massa no saco de confeitar usando o bico pitanga e pingar sobre uma assadeira forrada com papel manteiga. Assar em forno pré-aquecido baixo, por mais ou menos 30 minutos
",d
"Babá com Frutas
","Massa:
- 1 tablete de fermento biológico fresco (15 g) .
- 1/2 xícara de água morna
- 2 colheres (sopa) de açúcar
- 1/2 colher (chá) de sal
- 3 ovos
- 1/4 de xícara de manteiga em temperatura ambiente
- 2 xícaras de farinha de trigo (240 g)


- Calda: .
- 1 1/2 xícara de açúcar (250 g)
- 3/4 de xícara de água
- 1 xícara de suco de laranja
- 3 1/2 colheres (sopa) de rum


Para decorar:
- 300 g de morango, cortado ao meio
- 1 lata de pêssego ou de damasco em calda, escorrido, cortado em pedaços (450 g)
- 6 1/2 colheres (sopa) de suco de laranja
- Casca de 1/2 laranja cortada em tiras finas
- 2 ramos de folhas de hortelã","Massa: 
Unte com manteiga uma fôrma de anel, com 23 cm de diâmetro, com capacidade para 3 litros. Reserve. Numa tigela, misture o fermento com a água morna. Adicione o açúcar, o sal, os ovos, a manteiga e 1 1/2 xícara de farinha. Bata com a batedeira por 2 minutos até obter uma massa lisa. Junte a farinha restante e misture com uma colher de pau até a farinha ficar incorporada. Despeje a massa na fôrma preparada, deixe crescer em lugar protegido por 1 hora e 30 minutos ou até dobrar de volume. Leve ao forno quente (200º), preaquecido, por 15 minutos ou até ficar ligeiramente dourado. Desenforme ainda quente e transfira para um prato.


Calda:
Numa panela com o açúcar, adicione a água e leve ao fogo. Deixe ferver por 5 minutos. Acrescente o suco de laranja misturado com o rum. Retire do fogo. Pincele o babá com a calda quente para que fique bem úmido.


Decoração:
Misture as frutas da decoração com o suco de laranja e junte a casca de laranja e as folhas de hortelã.
",d
"Torta de bem-casado
","Para massa:
- 6 Ovos (claras separadas)
- 6 colheres (sopa) de açúcar
- 6 colheres (sopa) de Farinha de trigo,
- 1 colher(sopa)de Fermento em pó,
- 1 colher (sopa) de essência de baunilha,
- Sal, a gosto
Para o recheio:
- 2 latas leite condensado cozido,
- 20 ml Licor de chocolate
Para a Calda:
- Casca de laranja, a gosto
- Cravo, a gosto
- Canela em pau, a gosto
- 1 litro de Água, 400 g de açúcar,","Bata as claras em neve e adicione as gemas uma a uma. Incorpore o açúcar na massa até obter uma mistura homogênea. Com a batedeira desligada, coloque a essência de baunilha, o sal, a farinha de trigo e o fermento em pó, mexa com movimentos leves de baixo para cima, para não baixar a massa. Numa forma untada com manteiga, farinha e papel manteiga, coloque a massa do pão-de-ló. E leve para assar num forno pré aquecido a 180 graus de 15 a 20 minutos. Retire o pão-de-ló da assadeira, e remova o papel manteiga da base da massa. Faça a calda. Misture todos ingredientes e deixe ferver por 10 minutos. Corte ao meio o pão-de-ló e regue a calda sobre a massa. Numa vasilha, misture o leite condensado já cozido e frio com o licor de chocolate. Recheie o pão-de-ló e decorar com açúcar de confeiteiro. OBS: Como fazer doce de leite na panela de pressão: Coloque uma lata de leite condensado na panela de pressão com água, e deixar 40 minutos depois que começar a pressão. Abra a lata somente depois que esfriar.
",d
"Bolinhos Fofos de Bacalhau
","- 300g de bacalhau dessalgado e desfiado
- 2 colheres (sopa) de cebola picada
- 2 colheres (sopa) de salsa picada
- 2 ovos batidos 50g de queijo parmesão ralado
- 1 e 1/2 xícara (chá) de farinha de trigo
- 1 colher (chá) de Pó Royal
- 1/2 xícara (chá) de leite de coco
- sal a gosto
- óleo para fritar","Em uma tigela, misture o bacalhau, a cebola, a salsa, os ovos, a farinha de trigo, o Pó Royal, o leite de coco e o sal. Em uma frigideira funda, aqueça bastante óleo e coloque porções da massa, com o auxílio de uma colher, para fritar. Deixe dourar e escorra em papel toalha. Sirva a seguir
",s
"Geleia de Tangerina
","- 500 g de açúcar refinado
- 2 litros de suco de tangerina","Em uma panela ,despeje o suco de tangerina e o açúcar. Misture bem e cozinhe em fogo médio, mexendo, às vezes, por 30 minutos. Remova com uma escumadeira a espuma que se formar na superfície. Quando começar a ferver, abaixe o fogo. Mexa sempre por mais 30 minutos ou até obter o ponto de geleia. Ponha em um vidro esterilizado, deixando espaço de 1 centímetro até a boca, e guarde na geladeira",d
"Flan de Tangerina
","- 2 xícaras de suco de tangerina .
- 1/4 de xícara de açúcar .
- 1/4 de xícara de maisena
","Em uma panela, misture todos os ingredientes até que a maisena fique bem dissolvida. Leve ao fogo baixo, mexendo, por cinco minutos, até ferver e engrossar.Coloque em forminhas ou numa forma para pudim e leve para gelar até o flan ficar firme
",d
"Bolo de Maizena
","- 2 xícaras (chá) de farinha de trigo
- 1 xícara (chá) de maizena
- 2 xícaras (chá) de açúcar
- 2 colheres (sopa)de manteiga ou margarina
- 1 vidro de leite de coco
- 3 gemas de ovos
- 3 claras em neve
- 1 colher (sopa) de fermento em pó","Bater na betedeira as gemas, o açúcar e a manteiga. Junte a farinha de trigo a maizena e o leite de coco. Por último coloque as claras em neve e o fermento, e leve para assar numa forma untada e polvilhada com farinha de trigo",d
"Paçoca com leite condensado
","- 500gramas de amendoim torrado e triturado
- 2 latas de leite condensado
- 2 pacotes de bolacha maisena doce
- 1 colher de chocolate em pó",Triture a bolacha e o amendoim aos poucos no liquidificador Em uma tigela misture eles triturados com 2 latas de leite condensado e o chocolate em pó até dar o ponto. Coloque em uma assadeira pressionando bem. Leve para gelar por uma hora. Corte em quadradinhos e sirva.,d
"Bolo de Fubá
","- 3 ovos
- 1 colher (sobremesa) de semente de erva-doce
- 1 colher (sobremesa) de fermento em pó
- 1 xícara (chá) de óleo
- 1 xícara (chá) de leite
- 1 xícara (chá) de farinha de trigo
- 2 xícaras (chá) de fubá
- 2 xícaras (chá) de açúcar","Coloque no liquidificador os ovos, o açúcar, o fubá, a farinha de trigo, o leite e o óleo. Bata até obter uma mistura homogênea. Junte o fermento e as sementes de erva-doce e misture sem bater. Unte e enfarinhe uma fôrma com furo no meio e despeje a massa. Leve ao forno pré-aquecido em temperatura média (200ºC) até dourar, ou até que enfiando um palito no bolo ele saia seco. Desenforme o bolo ainda morno e, se preferir, salpique açúcar e canela antes servir.",d
Beijos De Dama,"- 1 xícara (chá) de açúcar caravelas
- 1e1/2 xícara(chá) de castanha de caju sem sal e moída
- 2 xícaras (chá) de farinha de trigo
- 1 xícara (chá) de manteiga
- 1 gema de ovo


Cobertura:
- 100gr de chocolate de cobertura escuro picado","Unte uma assadeira levemente com manteiga, Em uma tigela coloque o açúcar, as castanhas, a farinha de trigo e a manteiga e misture bem até obter uma farofa, junte a gema e misture com as pontas dos dedos até formar uma massa homogênea. Retire pequenas porções da massa e faça bolinhas, coloque na assadeira, leve ao forno e asse por cerca de 20 minutos ou até dourar, tire do forno e espere esfriar


Cobertura:
Coloque o chocolate em uma panela, derreta em banho-maria tire do fogo e deixe amornar. Mergulhe as bolinhas no chocolate derretido . Deixe secar e sirva 
",d
"Bolo De Chocolate Com Mousse
","Massa:
- 1 ½ xícara (chá) de açúcar refinado Caravelas
- 4 colheres (sopa) de margarina
- 4 ovos (as claras em neve)
- 2 xícaras (chá) de farinha de trigo
- ½ colher (chá) de sal
- ¾ de xícara (chá) de água
- ¾ de xícara (chá) de chocolate em pó
- 1 colher (sopa) de fermento em pó.


Recheio:
- 1 lata de leite condensado
- ½ lata de creme de leite (sem soro)
- 2 colheres (sopa) de chocolate em pó
- 3 colheres (sopa) de suco de laranja
- Miolo do bolo, esfarelado.

Cobertura:
- ½ lata de creme de leite (sem soro)
- 1 tablete de chocolate de 200g;
- Chantilly e raspas de chocolate para decorar.

","Massa: 
Bater na batedeira a margarina com o açúcar refinado Caravelas e as gemas até formar um creme homogêneo, em seguida, junte os ingredientes secos: a farinha, o sal e o chocolate com a água alternadamente, bater bem e por último, acrescente as claras em neve e o fermento em pó . Asse em forma untada cerca de 40 minutos. Deixe esfriar e desenforme. Cortar 1/3 do bolo, cave o miolo da parte inferior, deixando uma parede de 2,5 cm de largura para rechear. 


Recheio:
Misture o leite condensado, o chocolate e o suco de laranja, junte ao creme de leite e bata bem. Acrescente a está mistura o miolo do bolo esfarelado. Preenche a parte cavada do bolo com este recheio e tampar com a fatia retirada.


Cobertura: 
Derreter a barra de chocolate em banho-maria, em seguida, misture bem o creme de leite ao chocolate derretido. Cubra o bolo e decore com o chantilly e as raspas de chocolate.",d
"Bolinho De Arroz
","- 3 xícara(s) (chá) de arroz cozido(s)
- 2 unidade(s) de ovo
- 1 unidade(s) de cebola picada(s)
- 50 gr de parmesão ralado(s)
- Pimenta-do-reino branca moída(s) a gosto
- Quanto baste de salsinha picada(s)
- Quanto baste de sal
- Quanto baste de farinha de trigo
- ! colher de sobremesa de fermento em pó","Processe o arroz (pode ser no processador de alimentos, no espremedor de batatas ou até no liquidificador e misture todos os ingredientes menos a farinha. Acrescente farinha o quanto precisar para formar um creme. Esquente uma quantidade suficiente de óleo em uma frigideira funda e com a ajuda de 2 colheres (sopa) forme os bolinhos e vá fritando imediatamente. Deixe escorrer em papel absorvente.",s
"Cream Cheese
","- 3 copos (tipo requeijão) de leite - 750 ml
- 1 copo (tipo requeijão) de amido de milho - 110 g
- 1 xícara (chá) de manteiga sem sal
- Sal a gosto
- 1 lata de creme de leite com soro","Numa panela, leve ao fogo o leite misturado ao amido de milho, à manteiga e ao sal.
Deixe até formar um creme (por, mais ou menos, 15 min).
Retire do fogo e deixe amornar.
Leve para a batedeira e bata a mistura com o creme de leite por 10 min.
Leve à geladeira e deixe lá de um dia para o outro.
Retire da geladeira e bata com um batedor de arame para dar cremosidade e clarear um pouco.
",d
"Creme De Alho
","- 6 cabeças de alho
- 400 ml de creme de leite fresco
- 50 ml de água (se precisar)
- 4 colheres (sopas cheias)de manteiga gelada
- cabeças de alho
- 400 ml de creme de leite fresco
- 50 ml de água (se precisar)
- 4 colheres (sopas cheias)de manteiga gelada
- 1 colher de (chá) de sal
- pimenta-do-reino branca moída a gosto","Desfaça 6 cabeças de alho destacando os dentes, amasse um pouco com o punho ou com uma faca e retire as cascas dos dentes.
 Numa panela pequena misture o alho descascado com o creme de leite e leve ao fogo moderado por uns 15 minutos ou até os alhos cozinharem, mexendo de vez em quando. (obs: se tiver muito espesso, acrescente +/- 50 ml de água, para que o creme não fique muito grosso). Tampe a panela até ferver. Depois deixe-a parcialmente tampada.
 Retire a panela do fogo, deixe amornar um pouco e transfira o molho para um liquidificador. Bata bem.
 Volte o molho para a panela e para o fogo e aos poucos incorpore a manteiga gelada, batendo bem com uma colher de pau (ou batedor de arame). Tempere com uma colher de (chá) de sal e pimenta-do-reino branca moída a gosto. Sirva com o acompanhamento que preferir.
1 colher de (chá) de sal
pimenta-do-reino branca moída a gosto",s
